"Gewässer","","'=","Donau 8427",""
"Messstelle","","'=","Immendingen CQQ105 2187",""
"","","'=","Ulm-Wiblingen CQQ803 2198",""
"Parameter","","'=","4 T Temperatur Grad Celsius",""
"Zeitraum","","'=","Tue Dec 01 00:00:00 CET 2015 Sat Aug 31 23:59:59 CEST 2024",""


"Gewässer","GCODE","Messstelle","Ost","Nord","Parameter","Datum","Tagesmittelwert","Dimension"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.09.2016","19,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.09.2016","20,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.09.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.10.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.11.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.11.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.11.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.11.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.11.2016",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.11.2016","6,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.11.2016","6,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.11.2016","5,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.11.2016","4,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.11.2016","4,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.11.2016","5,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.11.2016","5,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.11.2016","5,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.11.2016","4,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.11.2016","4,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.11.2016","5,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.11.2016","6,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.11.2016","6,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.11.2016","6,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.11.2016","5,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.11.2016","5,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.11.2016","6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.11.2016","6,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.11.2016","6,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.11.2016","6,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.11.2016","6,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.11.2016","6,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.11.2016","5,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.11.2016","3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.11.2016","1,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.12.2016","1,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.12.2016","1,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.12.2016","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.12.2016","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.12.2016","2,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.12.2016","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.12.2016","2,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.12.2016","1,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.12.2016","1,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.12.2016","1,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.12.2016","1,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.12.2016","1,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.12.2016","1,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.12.2016","1,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.12.2016","1,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.12.2016","2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.12.2016","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.12.2016","2,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.12.2016","2,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.12.2016","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.12.2016","2,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.12.2016","2,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.12.2016","2,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.12.2016","2,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.12.2016","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.12.2016","2,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.12.2016","3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.12.2016","3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.12.2016","2,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.12.2016","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.12.2016","1,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.01.2017","1,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.01.2017","0,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.01.2017","0,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.01.2017","1,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.01.2017","1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.01.2017","0,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.01.2017","0,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.01.2017","0,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.01.2017","0,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.01.2017","0,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.01.2017","0,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.01.2017","0,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.01.2017","-0,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.01.2017","0,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.01.2017","0,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.01.2017","0","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.01.2017","-0,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.01.2017","0","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.01.2017","0,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.01.2017","0,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.01.2017","0,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.01.2017","0,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.01.2017","0,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.01.2017","-0,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.01.2017","-0,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.01.2017","-0,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.01.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.01.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.01.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.01.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.01.2017","-0,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.02.2017","-0,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.02.2017","-0,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.02.2017","0,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.02.2017","1,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.02.2017","2,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.02.2017","2,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.02.2017","2,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.02.2017","2,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.02.2017","2,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.02.2017","1,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.02.2017","2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.02.2017","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.02.2017","2,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.02.2017","2,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.02.2017","2,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.02.2017","2,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.02.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.02.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.02.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.02.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.02.2017",,"°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.02.2017","5,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.02.2017","5,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.02.2017","5,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.02.2017","4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.02.2017","3,5","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.02.2017","3,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.02.2017","4,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.03.2017","3,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.03.2017","4,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.03.2017","4,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.03.2017","4,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.03.2017","5,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.03.2017","4,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.03.2017","4,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.03.2017","4,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.03.2017","5,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.03.2017","5,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.03.2017","5,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.03.2017","5,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.03.2017","5,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.03.2017","6,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.03.2017","6,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.03.2017","7,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.03.2017","7,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.03.2017","7,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.03.2017","7,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.03.2017","8,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.03.2017","9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.03.2017","7,9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.03.2017","7,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.03.2017","8,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.03.2017","9,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.03.2017","9,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","27.03.2017","9,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","28.03.2017","9,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","29.03.2017","10","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","30.03.2017","10,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","31.03.2017","10,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","01.04.2017","11","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","02.04.2017","11,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","03.04.2017","11,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","04.04.2017","11,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","05.04.2017","10,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","06.04.2017","10,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","07.04.2017","10,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","08.04.2017","11,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","09.04.2017","12,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","10.04.2017","13,1","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","11.04.2017","13,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","12.04.2017","13,2","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","13.04.2017","13,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","14.04.2017","13","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","15.04.2017","12","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","16.04.2017","10,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","17.04.2017","9,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","18.04.2017","8,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","19.04.2017","7,7","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","20.04.2017","7,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","21.04.2017","8,6","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","22.04.2017","9","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","23.04.2017","9,3","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","24.04.2017","10,8","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","25.04.2017","11,4","°C"
"Donau","CQQ105","Immendingen","480989","5309454","Temperatur","26.04.2017","9,3","°C"
